anime_id,name,english_name,score,genres,type,episodes,premiered,producers,studios,source,duration,rating,rank,popularity,favorites,scored_by,members
52991,Sousou no Frieren,Frieren: Beyond Journey's End,9.31,"Adventure, Drama, Fantasy",TV,28,fall 2023,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Nippon Television Network, TOHO animation, Shogakukan",Madhouse,Manga,24 min per ep,PG-13 - Teens 13 or older,1,160,63200,603520,1035677
5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood,9.1,"Action, Adventure, Drama, Fantasy",TV,64,spring 2009,"Aniplex, Square Enix, Mainichi Broadcasting System, Techno Sound",Bones,Manga,24 min per ep,R - 17+ (violence & profanity),2,3,231928,2196353,3483268
9253,Steins;Gate,Steins;Gate,9.07,"Drama, Sci-Fi, Suspense",TV,24,spring 2011,"Frontier Works, Media Factory, Kadokawa Shoten, Movic, AT-X, Kadokawa Pictures Japan, Nitroplus",White Fox,Visual novel,24 min per ep,PG-13 - Teens 13 or older,3,14,194507,1449844,2667979
60022,One Piece Fan Letter,,9.06,"Action, Adventure, Fantasy",TV Special,1,,,Toei Animation,Light novel,24 min,PG-13 - Teens 13 or older,4,2350,1970,68977,91278
38524,Shingeki no Kyojin Season 3 Part 2,Attack on Titan Season 3 Part 2,9.05,"Action, Drama, Suspense",TV,10,spring 2019,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Wit Studio,Manga,23 min per ep,R - 17+ (violence & profanity),5,21,60500,1671010,2407861
28977,Gintama°,Gintama Season 4,9.05,"Action, Comedy, Sci-Fi",TV,51,spring 2015,"TV Tokyo, Aniplex, Dentsu",Bandai Namco Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,6,344,17033,260443,656687
39486,Gintama: The Final,Gintama: The Very Final,9.04,"Action, Comedy, Drama, Sci-Fi",Movie,1,,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",Bandai Namco Pictures,Manga,1 hr 44 min,PG-13 - Teens 13 or older,7,1536,4437,78057,163478
11061,Hunter x Hunter (2011),Hunter x Hunter,9.03,"Action, Adventure, Fantasy",TV,148,fall 2011,"VAP, Nippon Television Network, Shueisha",Madhouse,Manga,23 min per ep,PG-13 - Teens 13 or older,8,8,218449,1852164,2981476
9969,Gintama',Gintama Season 2,9.02,"Action, Comedy, Sci-Fi",TV,51,spring 2011,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Shueisha",Sunrise,Manga,24 min per ep,PG-13 - Teens 13 or older,9,401,8337,245851,580364
15417,Gintama': Enchousen,Gintama: Enchousen,9.02,"Action, Comedy, Sci-Fi",TV,13,fall 2012,"TV Tokyo, Aniplex, Dentsu, Shueisha, Miracle Bus",Sunrise,Manga,24 min per ep,PG-13 - Teens 13 or older,10,759,3095,171202,338134
820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,9.01,"Drama, Sci-Fi",OVA,110,,"TV Tokyo, Kitty Films, Tokuma Shoten, Tokuma Japan Communications, Wright Staff","K-Factory, Kitty Film Mitaka Studio",Novel,26 min per ep,R - 17+ (violence & profanity),11,761,16899,82446,337614
41467,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,9,"Action, Adventure, Supernatural",TV,13,fall 2022,"TV Tokyo, Aniplex, Dentsu, Shueisha",Pierrot,Manga,24 min per ep,R - 17+ (violence & profanity),12,374,21977,326305,616144
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,8.99,"Comedy, Romance",TV,13,spring 2022,"Aniplex, Mainichi Broadcasting System, Magic Capsule, Shueisha, JR East Marketing & Communications",A-1 Pictures,Manga,23 min per ep,PG-13 - Teens 13 or older,13,168,32137,572299,1008941
34096,Gintama.,Gintama Season 5,8.98,"Action, Comedy, Sci-Fi",TV,12,winter 2017,"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,14,785,2774,151870,328137
42938,Fruits Basket: The Final,Fruits Basket: The Final Season,8.96,"Drama, Romance, Supernatural",TV,13,spring 2021,"TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music, 8PAN",TMS Entertainment,Manga,23 min per ep,PG-13 - Teens 13 or older,15,460,20756,256090,515201
4181,Clannad: After Story,Clannad: After Story,8.93,"Drama, Romance",TV,24,fall 2008,"Pony Canyon, TBS, Rakuonsha, Animation Do",Kyoto Animation,Visual novel,24 min per ep,PG-13 - Teens 13 or older,16,120,71418,676462,1231180
918,Gintama,Gintama,8.93,"Action, Comedy, Sci-Fi",TV,201,spring 2006,"TV Tokyo, Aniplex, Dentsu, Trinity Sound, Miracle Robo, Shueisha",Sunrise,Manga,24 min per ep,PG-13 - Teens 13 or older,17,145,60176,408049,1103574
28851,Koe no Katachi,A Silent Voice,8.93,"Award Winning, Drama",Movie,1,,"Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras",Kyoto Animation,Manga,2 hr 10 min,PG-13 - Teens 13 or older,18,20,91341,1689123,2447537
35180,3-gatsu no Lion 2nd Season,March Comes In Like a Lion 2nd Season,8.91,Drama,TV,22,fall 2017,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",Shaft,Manga,25 min per ep,PG-13 - Teens 13 or older,19,590,15271,206178,416992
2904,Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,8.91,"Action, Award Winning, Drama, Sci-Fi",TV,25,spring 2008,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,Original,24 min per ep,R - 17+ (violence & profanity),20,47,78189,1236270,1851917
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,8.9,"Action, Comedy, Sci-Fi",Movie,1,,"TV Tokyo, Aniplex, Dentsu, Bandai, Warner Bros. Japan, Shueisha",Sunrise,Manga,1 hr 50 min,PG-13 - Teens 13 or older,21,1038,2122,139218,248962
54492,Kusuriya no Hitorigoto,The Apothecary Diaries,8.88,"Drama, Mystery",TV,24,fall 2023,"Dentsu, Square Enix, Nippon Television Network, TOHO animation, Shogakukan, Imagica Infos","OLM, TOHO animation STUDIO",Light novel,22 min per ep,PG-13 - Teens 13 or older,23,419,16909,297214,566605
37491,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,Gintama. Silver Soul Arc - Second Half War,8.88,"Action, Comedy, Sci-Fi",TV,14,summer 2018,"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,22,1232,1061,100478,209405
19,Monster,Monster,8.88,"Drama, Mystery, Suspense",TV,74,spring 2004,"VAP, Nippon Television Network",Madhouse,Manga,24 min per ep,R+ - Mild Nudity,24,123,56701,457773,1207880
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,Attack on Titan: Final Season - The Final Chapters,8.87,"Action, Drama, Suspense",TV Special,2,,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",MAPPA,Manga,1 hr 12 min per ep,R - 17+ (violence & profanity),25,290,16314,443257,742989
58567,Ore dake Level Up na Ken Season 2: Arise from the Shadow,Solo Leveling Season 2: Arise from the Shadow,8.86,"Action, Adventure, Fantasy",TV,13,winter 2025,"Aniplex, Crunchyroll, Sonilude, Netmarble, Kakao piccoma, D&C Media",A-1 Pictures,Web manga,23 min per ep,R - 17+ (violence & profanity),26,658,4526,93496,382406
35247,Owarimonogatari 2nd Season,Owarimonogatari Second Season,8.86,"Comedy, Mystery, Supernatural",TV Special,7,,"Aniplex, Kodansha",Shaft,Light novel,22 min per ep,R - 17+ (violence & profanity),27,593,8896,200768,415701
37987,Violet Evergarden Movie,Violet Evergarden: The Movie,8.85,"Award Winning, Drama",Movie,1,,"Shochiku, ABC Animation",Kyoto Animation,Light novel,2 hr 20 min,PG-13 - Teens 13 or older,28,340,9181,303372,660703
40682,Kingdom 3rd Season,Kingdom: Season 3,8.83,Action,TV,26,spring 2020,Shueisha,"Pierrot, Studio Signpost",Manga,25 min per ep,R - 17+ (violence & profanity),30,2033,2352,45823,114096
32281,Kimi no Na wa.,Your Name.,8.83,"Award Winning, Drama",Movie,1,,"TOHO, Sound Team Don Juan, Lawson HMV Entertainment, Amuse, JR East Marketing & Communications, Kadokawa, voque ting",CoMix Wave Films,Original,1 hr 46 min,PG-13 - Teens 13 or older,29,11,92713,1978327,2864122
49387,Vinland Saga Season 2,Vinland Saga Season 2,8.81,"Action, Adventure, Drama",TV,24,winter 2023,"Dentsu, Kodansha, Twin Engine",MAPPA,Manga,25 min per ep,R - 17+ (violence & profanity),32,298,17196,389528,716596
36838,Gintama. Shirogane no Tamashii-hen,Gintama. Silver Soul Arc,8.81,"Action, Comedy, Sci-Fi",TV,12,winter 2018,"TV Tokyo, Aniplex, Dentsu, Shueisha",Bandai Namco Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,31,1169,1191,109345,222626
37510,Mob Psycho 100 II,Mob Psycho 100 II,8.79,"Action, Comedy, Supernatural",TV,13,winter 2019,"Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Bones,Web manga,24 min per ep,PG-13 - Teens 13 or older,33,73,33113,1020787,1617520
31758,Kizumonogatari III: Reiketsu-hen,Kizumonogatari Part 3: Cold-Blooded,8.78,"Action, Mystery, Supernatural",Movie,1,,"Aniplex, Kodansha",Shaft,Light novel,1 hr 23 min,R - 17+ (violence & profanity),34,493,7840,282676,484503
40028,Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,8.78,"Action, Drama, Suspense",TV,16,winter 2021,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",MAPPA,Manga,23 min per ep,R - 17+ (violence & profanity),35,33,52884,1408828,2121702
263,Hajime no Ippo,Fighting Spirit,8.78,Sports,TV,75,fall 2000,VAP,Madhouse,Manga,23 min per ep,PG-13 - Teens 13 or older,36,361,23493,314600,636699
58514,Kusuriya no Hitorigoto 2nd Season,The Apothecary Diaries Season 2,8.77,"Drama, Mystery",TV,24,winter 2025,"Dentsu, Square Enix, Nippon Television Network, TOHO animation, Sound Team Don Juan, Shogakukan, Imagica Infos","OLM, TOHO animation STUDIO",Light novel,24 min per ep,PG-13 - Teens 13 or older,38,1189,1473,27623,218318
55255,Alien Stage,Alien Stage,8.77,"Drama, Sci-Fi, Suspense",Music,,,,LICO,Music,3 min,R - 17+ (violence & profanity),,8067,341,2275,6420
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,8.77,Sports,TV,10,fall 2016,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Production I.G,Manga,24 min per ep,PG-13 - Teens 13 or older,37,116,15733,832785,1259090
199,Sen to Chihiro no Kamikakushi,Spirited Away,8.77,"Adventure, Award Winning, Fantasy",Movie,1,,"Dentsu, TOHO, Tokuma Shoten, Tohokushinsha Film Corporation, Nippon Television Network, Mitsubishi",Studio Ghibli,Original,2 hr 4 min,PG - Children,39,44,33902,1349000,1929589
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,8.76,"Comedy, Romance",TV,13,winter 2024,"Dentsu, TV Asahi, Movic, Magic Capsule, Avex Pictures, Akita Shoten, BS Asahi, TV Asahi Music",Shin-Ei Animation,Manga,23 min per ep,PG-13 - Teens 13 or older,44,1046,5345,136630,246523
17074,Monogatari Series: Second Season,Monogatari Series: Second Season,8.76,"Comedy, Mystery, Romance, Supernatural",TV,26,summer 2013,"Aniplex, Kodansha, Cyclone Graphics",Shaft,Light novel,25 min per ep,R - 17+ (violence & profanity),45,316,23856,368174,691180
47917,Bocchi the Rock!,Bocchi the Rock!,8.76,Comedy,TV,12,fall 2022,"Aniplex, Houbunsha",CloverWorks,4-koma manga,23 min per ep,PG-13 - Teens 13 or older,42,335,32139,403753,669862
37521,Vinland Saga,,8.76,"Action, Adventure, Drama",TV,24,summer 2019,"Production I.G, Dentsu, Kodansha, Twin Engine",Wit Studio,Manga,24 min per ep,R - 17+ (violence & profanity),42,72,51719,951551,1643387
51009,Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,8.76,"Action, Supernatural",TV,23,summer 2023,"Mainichi Broadcasting System, TOHO animation, Shueisha, dugout, Sumzap",MAPPA,Manga,23 min per ep,R - 17+ (violence & profanity),45,138,24028,644946,1145825
48583,Shingeki no Kyojin: The Final Season Part 2,Attack on Titan: Final Season Part 2,8.76,"Action, Drama, Suspense",TV,12,winter 2022,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprises",MAPPA,Manga,23 min per ep,R - 17+ (violence & profanity),40,99,31035,827587,1407398
59571,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,Attack on Titan: The Last Attack,8.75,"Action, Drama, Suspense",Movie,1,,Pony Canyon,MAPPA,Manga,2 hr 25 min,R - 17+ (violence & profanity),46,4216,207,4806,31206
59571,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,Attack on Titan: The Last Attack,8.75,"Action, Drama, Suspense",Movie,1,,Pony Canyon,MAPPA,Manga,2 hr 25 min,R - 17+ (violence & profanity),46,4216,207,4806,31206
1,Cowboy Bebop,Cowboy Bebop,8.75,"Action, Award Winning, Sci-Fi",TV,26,spring 1998,"Bandai Visual, Victor Entertainment, Audio Planning U",Sunrise,Original,24 min per ep,R - 17+ (violence & profanity),47,42,85549,1005648,1946300
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Kaguya-sama: Love is War -The First Kiss That Never Ends-,8.74,"Comedy, Drama, Romance",Movie,1,,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications",A-1 Pictures,Manga,1 hr 36 min,PG-13 - Teens 13 or older,49,817,2126,175146,315306
2921,Ashita no Joe 2,Tomorrow's Joe 2,8.74,"Drama, Sports",TV,47,fall 1980,Annapuru,Tokyo Movie Shinsha,Manga,24 min per ep,PG-13 - Teens 13 or older,47,3088,2969,22676,57080
55016,Idol,,8.73,,Music,1,,,Doga Kobo,Original,3 min,PG-13 - Teens 13 or older,,4555,351,18475,26812
45649,The First Slam Dunk,,8.73,"Award Winning, Sports",Movie,1,,Shueisha,"Toei Animation, DandeLion Animation Studio",Manga,2 hr 4 min,PG-13 - Teens 13 or older,53,3007,864,26853,60075
50160,Kingdom 4th Season,Kingdom: Season 4,8.73,Action,TV,26,spring 2022,"Avex Pictures, Shueisha, NHK Enterprises","Pierrot, Studio Signpost",Manga,24 min per ep,R - 17+ (violence & profanity),50,2687,1109,32174,73495
44074,Shiguang Dailiren,Link Click,8.73,"Drama, Mystery, Suspense",ONA,11,,"bilibili, BeDream",LAN Studio,Original,23 min per ep,PG-13 - Teens 13 or older,52,586,13152,161198,418626
21,One Piece,One Piece,8.73,"Action, Adventure, Fantasy",TV,,fall 1999,"Fuji TV, TAP, Shueisha",Toei Animation,Manga,24 min,PG-13 - Teens 13 or older,51,17,234344,1417472,2493060
53223,Kingdom 5th Season,Kingdom: Season 5,8.72,Action,TV,13,winter 2024,"Avex Pictures, Shueisha, Jinnan Studio, NHK Enterprises","Pierrot, Studio Signpost",Manga,24 min per ep,R - 17+ (violence & profanity),55,3484,522,19461,45822
39894,Hibike! Euphonium 3,Sound! Euphonium 3,8.72,Drama,TV,13,spring 2024,"Lantis, Pony Canyon, Rakuonsha, ABC Animation, Heart Company, Bandai Namco Music Live",Kyoto Animation,Novel,24 min per ep,PG-13 - Teens 13 or older,57,2530,1522,29840,81218
24701,Mushishi Zoku Shou 2nd Season,Mushi-shi: Next Passage Part 2,8.72,"Adventure, Mystery, Slice of Life, Supernatural",TV,10,fall 2014,"Aniplex, Kodansha, Delfi Sound",Artland,Manga,23 min per ep,PG-13 - Teens 13 or older,56,930,1526,111153,277253
47778,Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,8.72,"Action, Supernatural",TV,11,winter 2022,"Aniplex, Studio Mausu, Shueisha",ufotable,Manga,26 min per ep,R - 17+ (violence & profanity),54,77,24848,999131,1567881
50172,Mob Psycho 100 III,Mob Psycho 100 III,8.71,"Action, Comedy, Supernatural",TV,12,fall 2022,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",Bones,Web manga,23 min per ep,PG-13 - Teens 13 or older,59,277,11405,381197,761021
48569,86 Part 2,86 Eighty-Six Part 2,8.71,"Action, Drama, Sci-Fi",TV,12,fall 2021,"Aniplex, Kadokawa, Bandai Spirits",A-1 Pictures,Light novel,23 min per ep,R - 17+ (violence & profanity),58,423,16597,322317,561710
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,Bleach: Thousand-Year Blood War - The Separation,8.7,"Action, Adventure, Supernatural",TV,13,summer 2023,"TV Tokyo, Aniplex, Dentsu, Shueisha, Zack Promotion",Pierrot,Manga,24 min per ep,R - 17+ (violence & profanity),62,750,4741,187979,340746
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,8.7,Drama,TV,12,winter 2017,"Mainichi Broadcasting System, Kodansha, DAX Production, King Records",Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,61,1324,3206,67322,193040
1575,Code Geass: Hangyaku no Lelouch,Code Geass: Lelouch of the Rebellion,8.7,"Action, Award Winning, Drama, Sci-Fi",TV,25,fall 2006,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Bandai Namco Entertainment, Hakuhodo DY Media Partners",Sunrise,Original,24 min per ep,R - 17+ (violence & profanity),61,22,111695,1449605,2341419
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,Samurai X: Trust and Betrayal,8.7,"Action, Drama, Romance",OVA,4,,Aniplex,Studio Deen,Manga,29 min per ep,R - 17+ (violence & profanity),62,910,6351,140881,283387
57864,Monogatari Series: Off & Monster Season,Monogatari Series: Off & Monster Season,8.69,"Comedy, Mystery, Supernatural",ONA,14,,"Aniplex, Kodansha, Rakuonsha",Shaft,Light novel,25 min per ep,R - 17+ (violence & profanity),65,2484,785,28645,83579
56784,Bleach: Sennen Kessen-hen - Soukoku-tan,Bleach: Thousand-Year Blood War - The Conflict,8.69,"Action, Adventure, Supernatural",TV,14,fall 2024,"Pierrot, TV Tokyo, Aniplex, Dentsu, Shueisha, Zack Promotion",Pierrot Films,Manga,24 min per ep,R - 17+ (violence & profanity),64,1215,3043,96710,212702
21939,Mushishi Zoku Shou,Mushi-shi: Next Passage Part 1,8.69,"Adventure, Mystery, Slice of Life, Supernatural",TV,10,spring 2014,"Aniplex, Kodansha, Delfi Sound",Artland,Manga,24 min per ep,PG-13 - Teens 13 or older,66,838,1615,123022,310869
33352,Violet Evergarden,Violet Evergarden,8.68,Drama,TV,13,winter 2018,"Lantis, Pony Canyon, Rakuonsha, ABC Animation",Kyoto Animation,Light novel,24 min per ep,PG-13 - Teens 13 or older,69,46,64840,1024115,1873812
245,Great Teacher Onizuka,Great Teacher Onizuka,8.68,Comedy,TV,43,summer 1999,"Aniplex, Fuji TV",Pierrot,Manga,25 min per ep,R - 17+ (violence & profanity),69,221,27339,425325,865980
40434,Mo Dao Zu Shi: Wanjie Pian,The Master of Diabolism 3,8.68,"Action, Adventure, Drama, Fantasy, Mystery",ONA,12,,Tencent Penguin Pictures,B.CMAY PICTURES,Web novel,24 min per ep,R - 17+ (violence & profanity),67,2420,1672,30891,86993
58125,Look Back,,8.67,Drama,Movie,1,,"Tohokushinsha Film Corporation, Avex Pictures, Shueisha, Amazon MGM Studios",Studio DURIAN,Manga,57 min,PG-13 - Teens 13 or older,70,1669,2815,76477,147517
5258,Hajime no Ippo: New Challenger,Fighting Spirit: New Challenger,8.67,Sports,TV,26,winter 2009,"VAP, Kodansha, Nippon Television Network",Madhouse,Manga,23 min per ep,PG-13 - Teens 13 or older,71,866,1870,176729,303315
431,Howl no Ugoku Shiro,Howl's Moving Castle,8.67,"Adventure, Award Winning, Drama, Fantasy, Romance",Movie,1,,"d-rights, Tokuma Shoten, Fonishia",Studio Ghibli,Novel,1 hr 59 min,G - All Ages,72,100,30361,970911,1405800
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,Re:ZERO -Starting Life in Another World- Season 3,8.66,"Drama, Fantasy, Suspense",TV,16,fall 2024,"AT-X, Magic Capsule, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa, DAXEL",White Fox,Light novel,23 min per ep,R - 17+ (violence & profanity),75,711,4942,70090,358430
50399,Tian Guan Cifu Er,Heaven Official's Blessing Season 2,8.66,"Action, Adventure, Drama, Fantasy",ONA,12,,bilibili,Red Dog Culture House,Web novel,24 min per ep,PG-13 - Teens 13 or older,73,3207,1178,19003,52916
164,Mononoke Hime,Princess Mononoke,8.66,"Action, Adventure, Award Winning, Fantasy",Movie,1,,"Tokuma Shoten, Nippon Television Network, Omnibus Promotion",Studio Ghibli,Original,2 hr 13 min,PG-13 - Teens 13 or older,74,106,22911,844880,1309574
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,Fate/stay night: Heaven's Feel - III. Spring Song,8.65,"Action, Fantasy",Movie,1,,"Aniplex, Notes, Kadokawa",ufotable,Visual novel,2 hr 2 min,R - 17+ (violence & profanity),78,673,8250,202141,374242
46102,Odd Taxi,Odd Taxi,8.65,"Award Winning, Drama, Mystery, Suspense",TV,13,spring 2021,"TV Tokyo, Dentsu, Pony Canyon, AT-X, Crunchyroll, Pony Canyon Enterprises, Mimoid, Yoshimoto Kogyo","OLM, P.I.C.S.",Original,23 min per ep,PG-13 - Teens 13 or older,77,514,8723,231139,467320
457,Mushishi,Mushi-Shi,8.65,"Adventure, Mystery, Slice of Life, Supernatural",TV,26,fall 2005,"Avex Entertainment, Marvelous Entertainment, SKY Perfect Well Think, Delfi Sound",Artland,Manga,23 min per ep,PG-13 - Teens 13 or older,76,223,27511,287211,862837
34599,Made in Abyss,Made in Abyss,8.64,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,13,summer 2017,"AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Kadokawa, Global Solutions, IRMA LA DOUCE",Kinema Citrus,Web manga,25 min per ep,R - 17+ (violence & profanity),79,91,45892,787582,1455918
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,Mushoku Tensei: Jobless Reincarnation Part 2,8.64,"Adventure, Drama, Fantasy, Ecchi",TV,12,fall 2021,"Frontier Works, TOHO, TOHO animation, Tokyo MX, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Kadokawa, GREE Entertainment",Studio Bind,Light novel,23 min per ep,R - 17+ (violence & profanity),80,165,18976,637526,1017682
49413,Shiguang Dailiren II,Link Click Season 2,8.64,"Drama, Mystery, Suspense",ONA,12,,"bilibili, BeDream",LAN Studio,Original,24 min per ep,R - 17+ (violence & profanity),82,1746,1868,60150,138096
23273,Shigatsu wa Kimi no Uso,Your Lie in April,8.64,"Drama, Romance",TV,22,fall 2014,"Aniplex, Dentsu, Kodansha, Fuji TV, Lawson HMV Entertainment, Kyoraku Industrial Holdings, Kansai Telecasting",A-1 Pictures,Manga,22 min per ep,PG-13 - Teens 13 or older,81,24,87426,1397060,2296965
11665,Natsume Yuujinchou Shi,Natsume's Book of Friends Season 4,8.63,"Slice of Life, Supernatural",TV,13,winter 2012,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha, Sony Music Entertainment",Brain's Base,Manga,24 min per ep,PG-13 - Teens 13 or older,85,1024,2060,113102,254514
2001,Tengen Toppa Gurren Lagann,Gurren Lagann,8.63,"Action, Adventure, Award Winning, Sci-Fi",TV,27,spring 2007,"TV Tokyo, Aniplex, Dentsu, Konami, Half H.P Studio, Bandai",Gainax,Original,24 min per ep,PG-13 - Teens 13 or older,84,67,80819,929905,1674867
35760,Shingeki no Kyojin Season 3,Attack on Titan Season 3,8.63,"Action, Drama, Suspense",TV,12,summer 2018,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprises",Wit Studio,Manga,23 min per ep,R - 17+ (violence & profanity),83,18,21316,1693471,2491674
54898,Bungou Stray Dogs 5th Season,Bungo Stray Dogs 5,8.62,"Action, Mystery",TV,11,summer 2023,"WOWOW, Lantis, Movic, Glovision, Crunchyroll, Sunrise Music, Kadokawa, Sony Music Solutions, Bandai Namco Music Live",Bones,Manga,23 min per ep,R - 17+ (violence & profanity),88,1188,2668,99837,218431
52742,Haikyuu!! Movie: Gomisuteba no Kessen,Haikyu!! Movie: The Dumpster Battle,8.62,Sports,Movie,1,,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Production I.G,Manga,1 hr 24 min,PG-13 - Teens 13 or older,90,1455,1469,68554,173507
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War?,8.62,"Comedy, Romance",TV,12,spring 2020,"Aniplex, Mainichi Broadcasting System, Shueisha, JR East Marketing & Communications",A-1 Pictures,Manga,24 min per ep,PG-13 - Teens 13 or older,86,98,18921,903949,1410863
22135,Ping Pong the Animation,Ping Pong the Animation,8.62,"Award Winning, Drama, Sports",TV,11,spring 2014,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",Tatsunoko Production,Manga,23 min per ep,PG-13 - Teens 13 or older,87,600,16656,193025,412425
1535,Death Note,Death Note,8.62,"Supernatural, Suspense",TV,37,fall 2006,"VAP, Nippon Television Network, Shueisha, D.N. Dream Partners",Madhouse,Manga,23 min per ep,R - 17+ (violence & profanity),89,2,178500,2848272,4062759
28891,Haikyuu!! Second Season,Haikyu!! 2nd Season,8.62,Sports,TV,25,fall 2015,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Production I.G,Manga,24 min per ep,PG-13 - Teens 13 or older,91,88,15888,981747,1491233
52701,Dungeon Meshi,Delicious in Dungeon,8.61,"Adventure, Comedy, Fantasy, Gourmet",TV,24,winter 2024,"Ultra Super Pictures, Good Smile Company, Tencent Japan, Kadokawa",Trigger,Manga,25 min per ep,R - 17+ (violence & profanity),93,540,8860,218124,448102
34591,Natsume Yuujinchou Roku,Natsume's Book of Friends Season 6,8.61,"Slice of Life, Supernatural",TV,11,spring 2017,"TV Tokyo, Aniplex, Nihon Ad Systems, Hakusensha",Shuka,Manga,23 min per ep,PG-13 - Teens 13 or older,97,1312,1126,72294,195112
42310,Cyberpunk: Edgerunners,,8.61,"Action, Sci-Fi",ONA,10,,CD Projekt Red,Trigger,Game,25 min per ep,R+ - Mild Nudity,92,215,29520,594861,876918
19647,Hajime no Ippo: Rising,Fighting Spirit: Rising,8.61,Sports,TV,25,fall 2013,"VAP, Kodansha, Nippon Television Network","Madhouse, MAPPA",Manga,22 min per ep,PG-13 - Teens 13 or older,94,933,1356,152031,276157
