anime_id,name,english_name,score,genres,type,episodes,premiered,producers,studios,source,duration,rating,rank,popularity,favorites,scored_by,members
8457,Yozakura Quartet: Hoshi no Umi,,7.37,"Action, Comedy, Supernatural",OVA,3,,"Kodansha, KMMJ Studios","Tatsunoko Production, Purple Cow Studio Japan",Manga,28 min per ep,PG-13 - Teens 13 or older,2482,3753,19,15997,40075
15591,Joshiraku OVA,,7.37,Comedy,OVA,1,,,J.C.Staff,Manga,23 min,PG-13 - Teens 13 or older,2492,4740,8,11610,24181
35333,Yi Ren Zhi Xia 2,Hitori no Shita - The Outcast 2,7.37,"Action, Supernatural",ONA,24,,Tencent Animation & Comics,Haoliners Animation League,Web manga,24 min per ep,R - 17+ (violence & profanity),2482,2579,138,31228,78641
38472,Isekai Quartet,Isekai Quartet,7.37,"Comedy, Fantasy",TV,12,spring 2019,Kadokawa,Studio PuYUKAI,Original,11 min per ep,PG-13 - Teens 13 or older,2491,626,1036,223369,397933
38824,Baby I Love You Daze,,7.37,Romance,ONA,1,,,Bones,Original,3 min,G - All Ages,2488,6699,34,5071,10185
35338,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,Saekano: How to Raise a Boring Girlfriend .flat - Fan Service of Love and Pure heart,7.37,"Comedy, Romance, Ecchi",Special,1,,Aniplex,A-1 Pictures,Light novel,22 min,PG-13 - Teens 13 or older,2504,1811,166,72492,132596
39380,"Wei, Kanjian Erduo La! 2",,7.37,"Boys Love, Comedy",ONA,12,,"bilibili, Alchemy Bros.",monofilmo,Web manga,3 min per ep,PG-13 - Teens 13 or older,2480,6583,35,5350,10594
39761,Saezuru Tori wa Habatakanai: The Clouds Gather,Twittering Birds Never Fly,7.37,"Boys Love, Drama, Erotica",Movie,1,,Blue Lynx,GRIZZLY,Manga,1 hr 25 min,R+ - Mild Nudity,,3677,351,16042,41592
39800,Joshi Luck!,,7.37,"Sports, Hentai",OVA,6,,Lune-Pictures,T-Rex,Manga,16 min per ep,Rx - Hentai,,5401,139,7820,17555
41528,Xingchen Bian: Yu Li Cang Hai,,7.37,"Action, Adventure, Fantasy, Romance",ONA,12,,"Tencent Penguin Pictures, China Literature Limited, Pure Arts",Foch Film,Web novel,26 min per ep,PG-13 - Teens 13 or older,2480,8892,17,2295,5049
39586,Hataraku Saibou!!,Cells at Work!!,7.37,Comedy,TV,8,winter 2021,"Aniplex, Kodansha, Magic Capsule",David Production,Manga,23 min per ep,PG-13 - Teens 13 or older,2490,906,601,102696,284860
42985,Ling Long: Incarnation Middle Chapter,Ling Cage,7.37,"Action, Drama, Horror, Sci-Fi, Suspense",ONA,1,,,YHKT Entertainment,Original,46 min,R - 17+ (violence & profanity),2496,11988,6,875,1946
44407,Shinkai (2020),,7.37,,Music,1,,,,Original,4 min,G - All Ages,,10828,8,1648,2750
1241,Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,7.37,"Action, Drama, Sci-Fi",OVA,1,,Mainichi Broadcasting System,Sunrise,Original,47 min,R - 17+ (violence & profanity),2494,4679,52,13349,25038
1292,Afro Samurai,Afro Samurai,7.37,"Action, Adventure",TV,5,spring 2007,"Dentsu, Victor Entertainment, Pony Canyon, Fuji TV",Gonzo,Manga,26 min per ep,R+ - Mild Nudity,2486,639,2031,208910,391753
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,Fafner Exodus,7.37,"Action, Drama, Sci-Fi",TV,13,winter 2015,"Starchild Records, Mainichi Broadcasting System",I.Gzwei,Original,24 min per ep,PG-13 - Teens 13 or older,2478,4799,78,8002,23508
3199,Nanatsu no Umi no Tico,Tico and Friends,7.37,"Adventure, Slice of Life",TV,39,winter 1994,,Nippon Animation,Original,23 min per ep,G - All Ages,2499,7923,18,2507,6747
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Alfred J. Kwak,7.37,"Adventure, Comedy, Drama, Fantasy",TV,52,spring 1989,TV Tokyo,Telescreen,Other,23 min per ep,G - All Ages,2489,8115,59,3194,6333
763,Zoids,Zoids,7.37,"Action, Adventure, Comedy, Sci-Fi",TV,67,fall 1999,Shogakukan Productions,Xebec,Other,25 min per ep,PG-13 - Teens 13 or older,2483,3235,289,26843,52041
586,Ayakashi: Japanese Classic Horror,,7.37,"Horror, Mystery, Supernatural",TV,11,winter 2006,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",Toei Animation,Other,23 min per ep,R - 17+ (violence & profanity),2487,2531,293,27159,81178
49880,KU-RU-KU-RU Cruller!,,7.37,,Music,1,,"Sunrise, Magic Capsule, Kadokawa, Bandai Namco Arts",,Other,7 min,PG-13 - Teens 13 or older,,11928,9,1004,1979
40908,Kemono Jihen,Kemono Jihen,7.37,"Action, Mystery, Supernatural",TV,12,winter 2021,"Frontier Works, Lantis, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, JTB Next Creation",Ajia-do,Manga,23 min per ep,R - 17+ (violence & profanity),2493,627,2302,177471,397300
2014,Taiho Shichau zo: Second Season,You're Under Arrest: Fast & Furious,7.37,"Action, Comedy",TV,26,spring 2001,Kodansha,Studio Deen,Manga,24 min per ep,PG-13 - Teens 13 or older,2479,6209,12,4722,12242
1873,Plawres Sanshirou,Plastic Model Wrestling Sanshiro,7.37,"Action, Adventure, Sci-Fi",TV,37,summer 1983,Asatsu DK,Kaname Productions,Manga,25 min per ep,PG-13 - Teens 13 or older,2501,9256,23,1630,4487
50324,Oz.,,7.37,Fantasy,Music,1,,,Wit Studio,Web manga,3 min,PG-13 - Teens 13 or older,,9826,6,2107,3746
165,RahXephon,RahXephon,7.37,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi, Suspense",TV,26,winter 2002,"Media Factory, Victor Entertainment, Asatsu DK, Fuji TV",Bones,Original,23 min per ep,PG-13 - Teens 13 or older,2502,1912,986,44301,123529
131,Saiyuuki Reload Gunlock,Saiyuki Gunlock,7.37,"Action, Adventure, Comedy, Drama, Supernatural",TV,26,spring 2004,,Pierrot,Manga,24 min per ep,PG-13 - Teens 13 or older,2507,4716,48,8870,24520
1368,Meitantei Conan OVA 06: Kieta Daiya wo Oe! Conan & Heiji VS Kid!,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,7.37,"Comedy, Mystery",OVA,1,,Polydor Records,TMS Entertainment,Manga,23 min,PG-13 - Teens 13 or older,2496,5511,2,8150,16617
57947,Mayonaka Punch,Mayonaka Punch,7.36,"Comedy, Supernatural",TV,12,summer 2024,"Movic, AT-X, Docomo Anime Store, Kadokawa, dugout, Heart Company",P.A. Works,Original,23 min per ep,PG-13 - Teens 13 or older,2518,3294,209,17045,50635
52949,Bai Lian Cheng Shen,Apotheosis,7.36,"Action, Adventure, Fantasy",ONA,52,,"Youku, Ranzai Studio","Qingxiang Culture, Pure Arts",Web novel,20 min per ep,PG-13 - Teens 13 or older,2542,10357,46,1022,3138
51287,Emo Faze,Law of Devil,7.36,"Action, Adventure, Fantasy",ONA,24,,Tencent Penguin Pictures,CG Year,Web novel,22 min per ep,PG-13 - Teens 13 or older,2549,11695,10,734,2123
30702,Victorian Maid Maria no Houshi,,7.36,Hentai,OVA,1,,Toranoana,Jumondo,Original,24 min,Rx - Hentai,,5898,213,6683,13947
12375,Maki-chan to Now.,,7.36,Hentai,OVA,4,,,Collaboration Works,Visual novel,30 min per ep,Rx - Hentai,,4337,218,11960,29493
10209,Kore wa Zombie desu ka? OVA,Is This a Zombie? OVA,7.36,"Action, Comedy, Supernatural, Ecchi",OVA,2,,,Studio Deen,Light novel,24 min per ep,PG-13 - Teens 13 or older,2514,1775,78,74607,135512
32485,Prison School: Mad Wax,,7.36,"Comedy, Ecchi",OVA,1,,,J.C.Staff,Manga,25 min,R+ - Mild Nudity,2525,1543,131,96464,162940
36545,Huyao Xiao Hongniang: Qian Yan,Fox Spirit Matchmaker 5th Season,7.36,"Comedy, Romance, Supernatural",ONA,15,,Tencent Animation & Comics,Haoliners Animation League,Manga,14 min per ep,PG-13 - Teens 13 or older,2556,7441,10,2624,7811
38476,Heya Camp△,Room Camp,7.36,Slice of Life,TV,12,winter 2020,"Sotsu, AT-X, KlockWorx, Houbunsha, MAGES., BS11, DeNA, FuRyu",C-Station,Manga,3 min per ep,PG-13 - Teens 13 or older,2554,2195,148,46807,102227
38741,Xue Ying Ling Zhu,,7.36,"Action, Adventure, Fantasy, Romance",ONA,26,,Tencent Penguin Pictures,Mili Pictures,Novel,19 min per ep,PG-13 - Teens 13 or older,2537,8679,45,1743,5390
35756,Comic Girls,,7.36,Slice of Life,TV,12,spring 2018,"Sony Pictures Entertainment, Frontier Works, Sotsu, Houbunsha, Chugai Mining, Kansai Telecasting, BS11, My Theater D.D., Good Smile Film",Nexus,4-koma manga,23 min per ep,PG-13 - Teens 13 or older,2544,1668,721,61629,147503
38787,Senryuu Shoujo,Senryu Girl,7.36,"Comedy, Romance",TV,12,spring 2019,"Mainichi Broadcasting System, Kodansha, DMM pictures",Connect,4-koma manga,12 min per ep,PG-13 - Teens 13 or older,2528,1326,455,82182,192777
35327,Hiyoko no Basket Movie: Last Game 0401,,7.36,"Comedy, Sports",ONA,1,,,,Manga,1 min,G - All Ages,2556,6273,39,5856,11895
39675,Ling Long: Incarnation,Ling Cage,7.36,"Action, Drama, Horror, Sci-Fi, Suspense",ONA,6,,bilibili,YHKT Entertainment,Original,30 min per ep,R - 17+ (violence & profanity),2516,8340,40,1609,5930
39988,Isekai Quartet 2,Isekai Quartet 2,7.36,"Comedy, Fantasy",TV,12,winter 2020,Kadokawa,Studio PuYUKAI,Original,11 min per ep,PG-13 - Teens 13 or older,2559,1061,260,145453,243635
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,Blood Blockade Battlefront OVA,7.36,"Action, Comedy, Fantasy",OVA,1,,TOHO animation,Bones,Manga,24 min,R - 17+ (violence & profanity),2510,3570,30,20268,44010
3626,Shin Kidou Senki Gundam Wing: Operation Meteor,Mobile Suit Gundam Wing: Operation Meteor,7.36,"Action, Adventure, Drama, Sci-Fi",OVA,4,,,Sunrise,Original,1 hr per ep,PG-13 - Teens 13 or older,2529,6335,16,4037,11601
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,Assassination Classroom The Movie: 365 Days' Time,7.36,"Action, Comedy",Movie,1,,,Lerche,Manga,1 hr 32 min,PG-13 - Teens 13 or older,2540,1850,201,54432,128554
42106,Jiang Ziya,Jiang Ziya,7.36,"Action, Adventure, Fantasy",Movie,1,,,Beijing Enlight Pictures,Novel,1 hr 49 min,PG-13 - Teens 13 or older,2508,7622,15,2064,7367
11013,Inu x Boku SS,Inu X Boku Secret Service,7.36,"Comedy, Romance, Supernatural",TV,12,winter 2012,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic",David Production,Manga,24 min per ep,PG-13 - Teens 13 or older,2558,459,3273,240013,515548
42284,Yuan Long,Carp Reborn,7.36,"Action, Adventure, Fantasy",ONA,16,,bilibili,CG Year,Novel,18 min per ep,PG-13 - Teens 13 or older,2538,9073,36,1960,4746
42387,"Hataraku Saibou!! Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",Cells at Work!! The Return of the Strongest Enemy. A Huge Uproar in the Body’s Bowels!,7.36,"Action, Comedy",Movie,1,,"Aniplex, Kodansha",David Production,Manga,1 hr 48 min,PG-13 - Teens 13 or older,2553,4613,13,3071,25827
42519,Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,We Never Learn: BOKUBEN - The Church Bells Bless [X],7.36,"Comedy, Romance",OVA,1,,"Aniplex, Movic, Magic Capsule, Shueisha, BS11, ADK","Silver, Arvo Animation",Manga,23 min,PG-13 - Teens 13 or older,2542,3513,40,22417,45163
31326,High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,High School DxD BorN Specials,7.36,"Comedy, Ecchi",Special,6,,"Genco, Lantis, Movic, AT-X, Memory-Tech, Showgate, Kadokawa",TNK,Light novel,3 min per ep,R+ - Mild Nudity,2555,2258,166,51366,97746
2458,Kimagure Orange☆Road OVA,Kimagure Orange Road OVA,7.36,"Comedy, Drama, Romance",OVA,8,,,Pierrot,Manga,26 min per ep,R - 17+ (violence & profanity),2512,7005,20,4123,9154
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Fafner: Heaven and Earth,7.36,"Action, Drama, Sci-Fi",Movie,1,,"Production I.G, Movic, KlockWorx, King Records",Xebec,Original,1 hr 32 min,PG-13 - Teens 13 or older,2531,5657,45,6035,15479
35889,Hakata Tonkotsu Ramens,Hakata Tonkotsu Ramens,7.36,"Action, Mystery",TV,12,winter 2018,"Sotsu, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works, Tokyo MX, BS11",Satelight,Novel,23 min per ep,R - 17+ (violence & profanity),2552,1566,676,63942,160608
25755,Yowamushi Pedal: Re:Ride,Yowapeda Re:RIDE,7.36,Sports,Movie,1,,TOHO animation,TMS Entertainment,Manga,1 hr 28 min,PG-13 - Teens 13 or older,2538,6047,9,4901,13044
24227,Nisekoi OVA,,7.36,"Comedy, Romance",OVA,3,,,Shaft,Manga,26 min per ep,PG-13 - Teens 13 or older,2522,1489,136,93860,169914
6291,Full Metal Panic! The Second Raid Episode 00,,7.36,"Action, Adventure",TV Special,1,,Kadokawa Shoten,Kyoto Animation,Light novel,5 min,PG-13 - Teens 13 or older,2551,3718,33,17916,40836
1815,Shakugan no Shana Movie,Shakugan no Shana: The Movie,7.36,"Action, Fantasy, Romance",Movie,1,,"ASCII Media Works, Showgate, Geneon Entertainment",J.C.Staff,Light novel,1 hr 26 min,PG-13 - Teens 13 or older,2529,2894,54,31271,64726
44204,Kyokou Suiri Season 2,In/Spectre 2,7.36,"Mystery, Romance, Supernatural",TV,12,winter 2023,"Nihon Ad Systems, Kodansha, KlockWorx, Docomo Anime Store, King Records, Crunchyroll, BS NTV, Mixi, Studio Tenjin",Brain's Base,Manga,25 min per ep,R - 17+ (violence & profanity),2515,1458,591,50963,172864
44221,Xie Wang Zhui Qi: Yishi Qingcheng,Be My Wife,7.36,"Action, Comedy, Drama, Fantasy, Romance",ONA,12,,"iQIYI, High Energy Studio",Big Firebird Culture,Web novel,23 min per ep,PG-13 - Teens 13 or older,2536,6686,49,3486,10208
1060,Oruchuban Ebichu,,7.36,"Comedy, Ecchi",TV,24,summer 1999,Pioneer LDC,"Gainax, Group TAC",Manga,8 min per ep,R+ - Mild Nudity,2523,3137,375,20753,55371
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,Dragon Ball Z: Wrath of the Dragon,7.36,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Movie,1,,,Toei Animation,Manga,51 min,PG-13 - Teens 13 or older,2548,1741,119,86169,139015
48890,Ling Long: Incarnation Special,,7.36,"Action, Drama, Horror, Sci-Fi, Suspense",ONA,1,,,YHKT Entertainment,Original,42 min,R - 17+ (violence & profanity),2517,12979,5,626,1410
2942,Sketchbook: Full Color's,Sketchbook ~full color's~,7.36,Slice of Life,TV,13,fall 2007,"Media Factory, Shochiku, AT-X, TV Tokyo Music, TYO, Mag Garden",HAL Film Maker,4-koma manga,23 min per ep,G - All Ages,2531,4150,198,10117,32556
2743,Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,,7.36,Comedy,Special,4,,,Sunrise,Original,4 min per ep,PG-13 - Teens 13 or older,2512,7199,10,3777,8580
2670,Doraemon Movie 12: Nobita no Dorabian Nights,Doraemon the Movie: Nobita's Dorabian Nights,7.36,"Adventure, Comedy, Fantasy",Movie,1,,,Shin-Ei Animation,Unknown,1 hr 40 min,PG - Children,2544,5995,6,9050,13394
2649,Doraemon: Obaachan no Omoide,Doraemon: A Grandmother's Recollections,7.36,"Award Winning, Comedy, Fantasy, Sci-Fi",Movie,1,,,Shin-Ei Animation,Unknown,27 min,PG - Children,2547,9489,5,2277,4148
2648,Doraemon: 2112-nen Doraemon Tanjou,,7.36,"Comedy, Fantasy",Movie,1,,TV Asahi,Shin-Ei Animation,Unknown,30 min,PG - Children,2546,7974,7,3723,6632
13837,Meitantei Conan Bonus File: Fantasista no Hana,Detective Conan Bonus File: Fantasista Flower,7.36,"Comedy, Mystery, Sports",OVA,1,,"Shogakukan-Shueisha Productions, Tokyo Movie Shinsha, TOHO",TMS Entertainment,Manga,25 min,G - All Ages,2519,6763,11,4170,9968
560,Soukyuu no Fafner: Dead Aggressor - Right of Left,,7.36,"Action, Drama, Sci-Fi",TV Special,1,,Starchild Records,Xebec,Original,51 min,PG-13 - Teens 13 or older,2532,5608,27,5922,15907
389,Karas,Karas,7.36,"Action, Fantasy, Sci-Fi",OVA,6,,"Shochiku, AT-X, Magic Capsule, Toshiba Entertainment, Showgate",Tatsunoko Production,Original,30 min per ep,R - 17+ (violence & profanity),2509,2867,317,28679,65617
50058,Yellow (Music),,7.36,,Music,1,,,,Original,3 min,G - All Ages,,13562,11,710,1206
48554,Yasashii Suisei,Comet,7.36,,Music,1,,,,Original,3 min,R - 17+ (violence & profanity),,10111,8,2003,3407
1747,Freedom,Freedom,7.36,"Action, Adventure, Sci-Fi",OVA,7,,"Bandai Visual, Dentsu",Sunrise,Original,28 min per ep,PG-13 - Teens 13 or older,2550,4646,71,8168,25423
25519,Yuuki Yuuna wa Yuusha de Aru,Yuki Yuna is a Hero,7.36,Drama,TV,12,fall 2014,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx",Studio Gokumi,Original,24 min per ep,PG-13 - Teens 13 or older,2539,1570,1356,58871,159965
183,Whistle!,,7.36,Sports,TV,39,spring 2002,Marvelous Entertainment,Studio Comet,Manga,24 min per ep,G - All Ages,2534,5662,78,7303,15455
167,Scrapped Princess,Scrapped Princess,7.36,"Action, Adventure, Drama, Fantasy, Sci-Fi",TV,24,spring 2003,"Kadokawa Shoten, A-Line",Bones,Light novel,23 min per ep,PG-13 - Teens 13 or older,2527,2227,429,39087,99230
10178,Otona Joshi no Anime Time,,7.36,"Drama, Romance",TV Special,4,,NHK,"Bones, Production Reed, The Answer Studio, WAO World",Novel,25 min per ep,R - 17+ (violence & profanity),2524,4864,54,7534,22833
10075,Naruto x UT,,7.36,"Action, Fantasy",OVA,1,,,Pierrot,Manga,6 min,PG-13 - Teens 13 or older,2520,3168,87,26210,54233
130,Saiyuuki Reload,Saiyuki Reload,7.36,"Action, Adventure, Comedy, Drama, Supernatural",TV,25,fall 2003,,Pierrot,Manga,23 min per ep,PG-13 - Teens 13 or older,2526,3892,117,13936,37003
25,Sunabouzu,Desert Punk,7.36,"Action, Adventure, Comedy, Sci-Fi, Ecchi",TV,24,fall 2004,"GDH, Pony Canyon, CBC Television, Omnibus Promotion, RKB Mainichi Broadcasting Corporation",Gonzo,Manga,24 min per ep,R - 17+ (violence & profanity),2534,1685,857,56626,145230
20541,Mikakunin de Shinkoukei,Engaged to the Unidentified,7.36,"Comedy, Romance, Supernatural",TV,12,winter 2014,"Sotsu, DAX Production, TOHO animation, RAY, Ichijinsha",Doga Kobo,4-koma manga,23 min per ep,PG-13 - Teens 13 or older,2520,610,1230,188175,407162
10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,Maid Sama! Play with Your Husband ♥,7.36,Comedy,Special,1,,,J.C.Staff,Manga,12 min,PG-13 - Teens 13 or older,2508,2213,146,49409,100398
31798,Kiznaiver,Kiznaiver,7.36,"Drama, Romance, Sci-Fi",TV,12,spring 2016,"Aniplex, Movic, Ultra Super Pictures, Sammy, Asahi Broadcasting, BS11, Crunchyroll",Trigger,Original,24 min per ep,PG-13 - Teens 13 or older,2513,272,5117,369613,768974
57362,Hoshifuru Oukoku no Nina,Nina the Starry Bride,7.35,Romance,TV,12,fall 2024,"Kodansha, flying DOG, Nikkatsu, Crunchyroll, DMM.com, Kadokawa Media House, arma bianca, Bit grooove promotion, BS Asahi",Signal.MD,Manga,23 min per ep,PG-13 - Teens 13 or older,2577,3363,279,16875,48547
55802,The iDOLM@STER Cinderella Girls: U149 Special,,7.35,,Special,1,,,CygamesPictures,Web manga,25 min,PG-13 - Teens 13 or older,2602,12102,0,857,1884
53449,Hanhua Riji 4th Season,God Troubles Me 4th Season,7.35,"Comedy, Supernatural",ONA,12,,bilibili,L²Studio,Original,13 min per ep,PG-13 - Teens 13 or older,2574,12597,4,243,1583
54912,Sukebe Elf Tanbouki,,7.35,"Fantasy, Hentai",OVA,2,,Lune-Pictures,T-Rex,Manga,16 min per ep,Rx - Hentai,,8045,42,2874,6473
53780,Meitantei Conan: Haibara Ai Monogatari - Kurogane no Mystery Train,Detective Conan: Ai Haibara's Story - Jet-Black Mystery Train,7.35,Mystery,Movie,1,,"Yomiuri Telecasting, TOHO, Shogakukan",TMS Entertainment,Manga,1 hr 29 min,PG-13 - Teens 13 or older,2586,9411,13,1324,4253
39058,Megane no Megami,,7.35,Hentai,OVA,2,,Lune-Pictures,T-Rex,Manga,15 min per ep,Rx - Hentai,,6461,82,4775,11091
38699,Boku no Hero Academia the Movie 1: Futari no Hero Specials,My Hero Academia: Two Heroes Specials,7.35,Action,Special,2,,,Bones,Manga,4 min per ep,PG-13 - Teens 13 or older,2563,1750,163,62470,137497
18177,Yowamushi Pedal: Special Ride,,7.35,Sports,OVA,1,,TOHO animation,TMS Entertainment,Manga,20 min,PG-13 - Teens 13 or older,2610,5125,11,9606,20082
13221,Kyonyuu Fantasy,,7.35,"Fantasy, Hentai",OVA,2,,,Majin,Visual novel,29 min per ep,Rx - Hentai,,4313,408,12417,29836
32355,Toshi Densetsu Series,,7.35,Hentai,OVA,6,,Mary Jane,New Generation,Manga,19 min per ep,Rx - Hentai,,4034,302,14253,34423
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,,7.35,"Action, Fantasy, Hentai",OVA,6,,,Majin,Visual novel,25 min per ep,Rx - Hentai,,3767,754,17586,39802
15813,Majokko Shimai no Yoyo to Nene,Magical Sisters Yoyo & Nene,7.35,Fantasy,Movie,1,,"Aniplex, Starchild Records, Tokuma Shoten",ufotable,Manga,1 hr 40 min,G - All Ages,2584,5246,22,6896,18946
34549,Ryuu no Haisha,The Dragon Dentist,7.35,"Adventure, Fantasy",TV Special,2,,"NHK, Dwango",Khara,Original,46 min per ep,PG-13 - Teens 13 or older,2594,3578,96,17005,43815
33818,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,Amanchu! Episode 13: The Story of the Promised Summer and New Memories,7.35,Slice of Life,OVA,1,,,J.C.Staff,Manga,23 min,PG-13 - Teens 13 or older,2560,5521,7,8023,16549
23441,Love Stage!!: Chotto ja Nakutte,,7.35,"Boys Love, Comedy",OVA,1,,Kadokawa Shoten,J.C.Staff,Manga,23 min,PG-13 - Teens 13 or older,2584,2790,85,35923,69179
12149,AKB0048,AKB0048,7.35,Sci-Fi,TV,13,spring 2012,"Starchild Records, Magic Capsule, GANSIS",Satelight,Original,23 min per ep,PG-13 - Teens 13 or older,2559,2920,686,29266,63420
35740,Doraemon Movie 38: Nobita no Takarajima,Doraemon the Movie 2018: Nobita's Treasure Island,7.35,"Adventure, Fantasy",Movie,1,,"TV Asahi, Shogakukan-Shueisha Productions, Asatsu DK, TOHO, Fujiko F. Fujio Pro, Shogakukan",Shin-Ei Animation,Manga,1 hr 49 min,PG - Children,2568,7691,9,4178,7224
38005,Strike Witches: Road to Berlin,,7.35,"Action, Sci-Fi, Ecchi",TV,12,fall 2020,"Magic Capsule, Nippon Columbia, Docomo Anime Store, Sammy, Kadokawa Media House, DeNA, Kadokawa",David Production,Original,23 min per ep,PG-13 - Teens 13 or older,2600,4322,98,8700,29703
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope's Peak High School - Despair Arc,7.35,"Action, Horror, Mystery, Suspense",TV,11,summer 2016,,Lerche,Visual novel,23 min per ep,R - 17+ (violence & profanity),2567,768,2298,186082,335496
15911,Yuyushiki,Yuyushiki,7.35,Comedy,TV,12,spring 2013,"Geneon Universal Entertainment, Magic Capsule, Showgate, Houbunsha, Exit Tunes",Kinema Citrus,4-koma manga,23 min per ep,PG-13 - Teens 13 or older,2611,2056,669,41484,112252
35645,Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,,7.35,,Movie,1,,,A-1 Pictures,Visual novel,1 hr 24 min,PG-13 - Teens 13 or older,2606,6012,85,2834,13310
6895,Hakuouki,Hakuoki ~Demon of the Fleeting Blossom~,7.35,"Action, Drama, Supernatural",TV,12,spring 2010,,Studio Deen,Visual novel,23 min per ep,R - 17+ (violence & profanity),2574,1457,1910,71199,172957
38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,"Science Fell in Love, So I Tried to Prove It",7.35,"Comedy, Romance",TV,12,winter 2020,"Flex Comix, Hokkaido Cultural Broadcasting, BS11, Yomiuri TV Enterprise, Kanetsu Investment, Toyo Recording, ibis Capital Partners, Y&N Brothers, SUPA LOVE",Zero-G,Web manga,23 min per ep,PG-13 - Teens 13 or older,2592,676,1156,155239,372294
40056,Deca-Dence,,7.35,"Action, Adventure, Sci-Fi",TV,12,summer 2020,"AT-X, BS11, Kadokawa Media House, Kadokawa, NewGin",Nut,Original,23 min per ep,PG-13 - Teens 13 or older,2569,830,933,139854,312483
24459,Tales of Zestiria: Doushi no Yoake,Tales of Zestiria: Dawn of the Shepherd,7.35,Fantasy,TV Special,1,,,ufotable,Game,44 min,PG-13 - Teens 13 or older,2601,3538,57,21090,44699
13469,Hyouka: Motsubeki Mono wa,Hyouka: What Should Be Had,7.35,"Mystery, Slice of Life",OVA,1,,,Kyoto Animation,Light novel,25 min,PG-13 - Teens 13 or older,2577,1306,152,117550,195654
41168,Nakitai Watashi wa Neko wo Kaburu,A Whisker Away,7.35,"Award Winning, Drama, Romance, Supernatural",ONA,1,,"Fuji TV, TOHO, BS Fuji, TOHO animation, Universal Music Japan, Fuji Creative, Kadokawa, KDDI, Twin Engine, Dentsu Meitetsu Communications",Studio Colorido,Original,1 hr 44 min,PG-13 - Teens 13 or older,2588,519,1998,280894,462475
38313,Oushitsu Kyoushi Heine Movie,The Royal Tutor Movie,7.35,Comedy,Movie,1,,Sotsu,Tear Studio,Manga,1 hr,PG-13 - Teens 13 or older,2590,4635,41,10015,25539
2216,Shigurui,Shigurui: Death Frenzy,7.35,"Action, Drama, Suspense",TV,12,summer 2007,"WOWOW, Akita Shoten, Geneon Entertainment",Madhouse,Manga,23 min per ep,R+ - Mild Nudity,2598,1837,942,38780,129222
2098,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",,7.35,"Comedy, Drama, Fantasy, Romance, Slice of Life, Ecchi",Movie,1,,"VAP, TOHO, Nippon Television Network",Pierrot,Manga,1 hr 35 min,R - 17+ (violence & profanity),2598,6828,26,4389,9771
11933,Oda Nobuna no Yabou,The Ambition of Oda Nobuna,7.35,"Action, Comedy, Romance",TV,12,summer 2012,"Pony Canyon, AT-X, KlockWorx, SoftBank Creative","Madhouse, Studio Gokumi",Light novel,24 min per ep,PG-13 - Teens 13 or older,2589,862,1130,149782,304128
24037,Selector Spread WIXOSS,selector spread WIXOSS,7.35,Suspense,TV,12,fall 2014,"Magic Capsule, Warner Bros. Japan, Showgate",J.C.Staff,Card game,24 min per ep,R - 17+ (violence & profanity),2595,2549,243,40672,80256
1825,Hadashi no Gen 2,Barefoot Gen 2,7.35,Drama,Movie,1,,GEN Productions,Madhouse,Manga,1 hr 25 min,PG-13 - Teens 13 or older,2573,5782,24,6364,14703
